# kml2gmt: KML read from ../../../data/DEM/south_island/gnsNZL_GNS_250K_faults.kml
# gns:NZL_GNS_250K_faults
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_2024"
169.440819301	-45.2044343815
169.440791401	-45.204474065
169.440760321	-45.2045136518
169.440732421	-45.2045533353
169.440701341	-45.204592922
169.440670261	-45.2046325087
169.440642361	-45.2046721922
169.440611281	-45.2047117788
169.440583381	-45.2047514623
169.440552301	-45.204791049
169.440521221	-45.2048306356
169.44049332	-45.2048703191
169.44046224	-45.2049099057
169.44043434	-45.2049495892
169.44040326	-45.2049891758
169.440372179	-45.2050287624
169.440344279	-45.2050684458
169.440313198	-45.2051080324
169.440285024	-45.2051522111
169.440253943	-45.2051917977
169.440222863	-45.2052313843
169.440194962	-45.2052710677
169.440163881	-45.2053106542
169.44013598	-45.2053503376
169.4401049	-45.2053899241
169.440073819	-45.2054295107
169.440045918	-45.205469194
169.440014837	-45.2055087805
169.439986936	-45.2055484638
169.439955855	-45.2055880503
169.439924775	-45.2056276368
169.439896873	-45.2056673201
169.439865792	-45.2057069066
169.439837891	-45.2057465899
169.43980681	-45.2057861763
169.439775729	-45.2058257628
169.439747827	-45.205865446
169.439716746	-45.2059050325
169.439688845	-45.2059447157
169.439657763	-45.2059843021
169.439629862	-45.2060239854
169.43959878	-45.2060635718
169.439570879	-45.206103255
169.439539797	-45.2061428414
169.439511621	-45.2061870199
169.43948054	-45.2062266063
169.439452638	-45.2062662895
169.439424736	-45.2063059726
169.439393654	-45.206345559
169.439365752	-45.2063852422
169.439334671	-45.2064248285
169.439306769	-45.2064645116
169.439275687	-45.2065040979
169.439247785	-45.2065437811
169.439219882	-45.2065834642
169.439188526	-45.2066275458
169.439160624	-45.2066672289
169.439132722	-45.206706912
169.43910164	-45.2067464983
169.439073737	-45.2067861814
169.439045835	-45.2068258645
169.439014753	-45.2068654507
169.43898685	-45.2069051338
169.438958673	-45.2069493122
169.438927591	-45.2069888984
169.438899688	-45.2070285814
169.438871786	-45.2070682645
169.438843883	-45.2071079475
169.438812801	-45.2071475337
169.438784898	-45.2071872167
169.438756721	-45.2072313951
169.438728818	-45.2072710781
169.438697735	-45.2073106642
169.438669832	-45.2073503472
169.438641929	-45.2073900302
169.438614026	-45.2074297132
169.438586123	-45.2074693962
169.438554766	-45.2075134776
169.438526863	-45.2075531605
169.43849896	-45.2075928435
169.438471056	-45.2076325264
169.438443153	-45.2076722094
169.43841525	-45.2077118923
169.438383892	-45.2077559737
169.438355989	-45.2077956566
169.438328086	-45.2078353395
169.438300182	-45.2078750224
169.438272278	-45.2079147053
169.438244101	-45.2079588835
169.438216197	-45.2079985664
169.438188293	-45.2080382493
169.43815721	-45.2080778352
169.438129306	-45.2081175181
169.438101128	-45.2081616963
169.438073225	-45.2082013791
169.438045321	-45.208241062
169.438017417	-45.2082807448
169.437989513	-45.2083204276
169.437961335	-45.2083646057
169.437933431	-45.2084042886
169.437905526	-45.2084439714
169.437877622	-45.2084836542
169.437849718	-45.2085233369
169.43781836	-45.2085674182
169.437790456	-45.2086071009
169.437762552	-45.2086467837
169.437734647	-45.2086864664
169.437706743	-45.2087261492
169.437678565	-45.2087703273
169.43765066	-45.20881001
169.437622756	-45.2088496927
169.437594851	-45.2088893755
169.437566672	-45.2089335535
169.437538768	-45.2089732362
169.437510863	-45.2090129189
169.437482958	-45.2090526016
169.437455054	-45.2090922843
169.437426875	-45.2091364623
169.43739897	-45.2091761449
169.437371065	-45.2092158276
169.43734316	-45.2092555103
169.437314981	-45.2092996882
169.437287076	-45.2093393709
169.437259171	-45.2093790535
169.437231266	-45.2094187362
169.437203361	-45.2094584188
169.437175182	-45.2095025967
169.437147277	-45.2095422793
169.437119372	-45.2095819619
169.437091467	-45.2096216445
169.437063287	-45.2096658224
169.437035382	-45.209705505
169.437007476	-45.2097451876
169.436979571	-45.2097848702
169.436951391	-45.209829048
169.428839578	-45.2199805302
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27cc"
169.436951391	-45.209829048
169.436923486	-45.2098687306
169.43689558	-45.2099084131
169.436867675	-45.2099480957
169.436839495	-45.2099922735
169.43681159	-45.210031956
169.436783684	-45.2100716386
169.436755778	-45.2101113211
169.436727872	-45.2101510036
169.436702872	-45.2101952783
169.436674966	-45.2102349608
169.436647061	-45.2102746433
169.436619155	-45.2103143257
169.436590975	-45.2103585035
169.436563069	-45.210398186
169.436535163	-45.2104378684
169.436507257	-45.2104775509
169.436479076	-45.2105217286
169.43645117	-45.2105614111
169.436423264	-45.2106010935
169.436395358	-45.2106407759
169.436367177	-45.2106849537
169.436339271	-45.2107246361
169.436311365	-45.2107643185
169.436283458	-45.2108040008
169.436255552	-45.2108436832
169.436227371	-45.2108878609
169.436199465	-45.2109275433
169.436171558	-45.2109672257
169.436143652	-45.211006908
169.436115471	-45.2110510857
169.436087564	-45.211090768
169.436059658	-45.2111304503
169.436031751	-45.2111701327
169.43600357	-45.2112143103
169.435975663	-45.2112539926
169.435947756	-45.2112936749
169.435919849	-45.2113333572
169.435891942	-45.2113730395
169.435863761	-45.2114172171
169.435835854	-45.2114568994
169.435807947	-45.2114965817
169.43578004	-45.2115362639
169.435751859	-45.2115804415
169.435720772	-45.2116200268
169.435692865	-45.211659709
169.435664957	-45.2116993913
169.43563705	-45.2117390735
169.435608869	-45.211783251
169.435580961	-45.2118229333
169.435553054	-45.2118626155
169.435525146	-45.2119022977
169.435497239	-45.2119419799
169.435469057	-45.2119861573
169.43544115	-45.2120258395
169.435413242	-45.2120655217
169.435385334	-45.2121052039
169.435357427	-45.212144886
169.435326065	-45.2121889665
169.435298157	-45.2122286487
169.435270249	-45.2122683308
169.435242342	-45.2123080129
169.435214434	-45.2123476951
169.435186251	-45.2123918725
169.435158344	-45.2124315546
169.435127256	-45.2124711397
169.435099348	-45.2125108218
169.43507144	-45.2125505039
169.435043532	-45.212590186
169.435015349	-45.2126343634
169.434987441	-45.2126740454
169.434956353	-45.2127136305
169.434928445	-45.2127533126
169.434900536	-45.2127929946
169.434872628	-45.2128326766
169.434844445	-45.212876854
169.434813357	-45.212916439
169.434785448	-45.212956121
169.43475754	-45.212995803
169.434729631	-45.213035485
169.434698543	-45.2130750701
169.43467036	-45.2131192474
169.434642451	-45.2131589293
169.434614543	-45.2131986113
169.434583454	-45.2132381963
169.434555545	-45.2132778782
169.434527636	-45.2133175602
169.434499728	-45.2133572421
169.434468364	-45.2134013224
169.434440456	-45.2134410043
169.434412547	-45.2134806862
169.434381458	-45.2135202712
169.434353549	-45.2135599531
169.434325639	-45.213599635
169.43429455	-45.2136392199
169.434266641	-45.2136789018
169.434235552	-45.2137184867
169.434207368	-45.2137626638
169.434179459	-45.2138023457
169.43414837	-45.2138419306
169.434120461	-45.2138816124
169.434089371	-45.2139211972
169.434061462	-45.2139608791
169.434030372	-45.2140004639
169.434002463	-45.2140401457
169.433974553	-45.2140798275
169.433943464	-45.2141194123
169.433915554	-45.2141590941
169.433884464	-45.2141986789
169.43385628	-45.214242856
169.43382519	-45.2142824408
169.433794101	-45.2143220256
169.433766191	-45.2143617073
169.433735101	-45.2144012921
169.433707191	-45.2144409738
169.433676101	-45.2144805585
169.433648191	-45.2145202403
169.433617101	-45.214559825
169.433586011	-45.2145994097
169.433558101	-45.2146390914
169.433527011	-45.2146786761
169.433499101	-45.2147183578
169.43346801	-45.2147579425
169.43343692	-45.2147975271
169.43340901	-45.2148372088
169.433377919	-45.2148767934
169.433346829	-45.2149163781
169.433315738	-45.2149559627
169.433287828	-45.2149956444
169.433256737	-45.215035229
169.433225647	-45.2150748136
169.433194556	-45.2151143982
169.433166646	-45.2151540798
169.433135555	-45.2151936644
169.433104464	-45.2152332489
169.433073373	-45.2152728335
169.433042283	-45.2153124181
169.433014372	-45.2153520996
169.432983281	-45.2153916842
169.43295219	-45.2154312687
169.432921099	-45.2154708532
169.432890008	-45.2155104377
169.432858917	-45.2155500223
169.4328281	-45.2155851115
169.432797009	-45.2156246959
169.432765918	-45.2156642804
169.432734826	-45.2157038649
169.432703735	-45.2157434494
169.432672644	-45.2157830338
169.432641552	-45.2158226183
169.432610461	-45.2158622027
169.432579369	-45.2159017871
169.432548278	-45.2159413715
169.432517186	-45.215980956
169.432486369	-45.2160160451
169.432455278	-45.2160556294
169.432424186	-45.2160952138
169.432393094	-45.2161347982
169.432358822	-45.2161742855
169.43232773	-45.2162138699
169.432296639	-45.2162534543
169.432265821	-45.2162885433
169.432234729	-45.2163281276
169.432200457	-45.2163676149
169.432169365	-45.2164071992
169.432138273	-45.2164467835
169.432107181	-45.2164863678
169.432073183	-45.2165213598
169.432042091	-45.2165609441
169.432010999	-45.2166005283
169.431976726	-45.2166400155
169.431945634	-45.2166795998
169.431914816	-45.2167146887
169.431880544	-45.2167541759
169.431849451	-45.2167937601
169.431815179	-45.2168332473
169.431784361	-45.2168683362
169.431750088	-45.2169078234
169.431718995	-45.2169474076
169.431684723	-45.2169868947
169.431653904	-45.2170219836
169.431619632	-45.2170614707
169.431588539	-45.2171010548
169.431554266	-45.2171405419
169.431523447	-45.2171756307
169.431489174	-45.2172151178
169.431454901	-45.2172546049
169.431424083	-45.2172896937
169.43138981	-45.2173291807
169.431355536	-45.2173686677
169.431324718	-45.2174037565
169.431290445	-45.2174432435
169.431256171	-45.2174827305
169.431222172	-45.2175177222
169.431191079	-45.2175573063
169.431156805	-45.2175967932
169.431122807	-45.2176317849
169.431088533	-45.2176712718
169.431054259	-45.2177107588
169.43102026	-45.2177457504
169.430989167	-45.2177853344
169.430955167	-45.217820326
169.430920894	-45.2178598129
169.43088662	-45.2178992997
169.43085262	-45.2179342913
169.430818346	-45.2179737782
169.430784347	-45.2180087697
169.430750073	-45.2180482566
169.430716073	-45.2180832481
169.430678619	-45.2181226379
169.430644345	-45.2181621247
169.430610345	-45.2181971162
169.430576071	-45.218236603
169.430542071	-45.2182715944
169.430507797	-45.2183110812
169.430470617	-45.2183459756
169.430436342	-45.2183854623
169.430402343	-45.2184204538
169.430368068	-45.2184599405
169.430330888	-45.2184948348
169.430296613	-45.2185343215
169.430262613	-45.2185693129
169.430225158	-45.2186087025
169.430191158	-45.2186436939
169.430156883	-45.2186831805
169.430119703	-45.2187180748
169.430085703	-45.2187530662
169.430048247	-45.2187924557
169.430014247	-45.218827447
169.429976792	-45.2188668365
169.429942791	-45.2189018278
169.429905611	-45.218936722
169.429868155	-45.2189761115
169.429834155	-45.2190111027
169.429796699	-45.2190504922
169.429762698	-45.2190854834
169.429725517	-45.2191203776
169.429688062	-45.219159767
169.429650881	-45.2191946611
169.42961688	-45.2192296523
169.429579424	-45.2192690417
169.429542243	-45.2193039357
169.429505062	-45.2193388298
169.429467606	-45.2193782191
169.429430424	-45.2194131131
169.429396423	-45.2194481043
169.429359242	-45.2194829983
169.429321786	-45.2195223876
169.429284604	-45.2195572816
169.429247423	-45.2195921755
169.429209966	-45.2196315648
169.429172785	-45.2196664587
169.429135603	-45.2197013527
169.429095241	-45.2197361495
169.42905806	-45.2197710434
169.429020603	-45.2198104326
169.428983421	-45.2198453264
169.428946239	-45.2198802203
169.428909057	-45.2199151142
169.428868695	-45.2199499109
169.428831238	-45.2199893
169.428794056	-45.2200241938
169.428756874	-45.2200590877
169.428716512	-45.2200938843
169.428679329	-45.2201287781
169.428642147	-45.2201636719
169.42860151	-45.2202029638
169.428564327	-45.2202378575
169.428523965	-45.2202726541
169.428486782	-45.2203075479
169.428446419	-45.2203423444
169.428409237	-45.2203772381
169.428368874	-45.2204120347
169.428331691	-45.2204469283
169.428291328	-45.2204817248
169.428254146	-45.2205166185
169.428213508	-45.2205559102
169.428176325	-45.2205908039
169.428135962	-45.2206256003
169.428095599	-45.2206603968
169.428058416	-45.2206952903
169.428018052	-45.2207300868
169.427977689	-45.2207648832
169.427937326	-45.2207996795
169.427900142	-45.2208345731
169.427859779	-45.2208693694
169.427819415	-45.2209041658
169.427779052	-45.2209389621
169.427741868	-45.2209738556
169.427701505	-45.2210086519
169.427661141	-45.2210434482
169.427620777	-45.2210782444
169.427580413	-45.2211130407
169.427540049	-45.2211478369
169.427499685	-45.2211826332
169.427459321	-45.2212174294
169.427418957	-45.2212522256
169.427378868	-45.2212825265
169.427338504	-45.2213173227
169.42729814	-45.2213521188
169.427257776	-45.221386915
169.427217411	-45.2214217111
169.427177047	-45.2214565072
169.427136683	-45.2214913033
169.427096318	-45.2215260994
169.427055954	-45.2215608955
169.427012409	-45.2215955943
169.426972044	-45.2216303904
169.426931955	-45.2216606911
169.42689159	-45.2216954871
169.426851225	-45.2217302831
169.42680768	-45.2217649819
169.426767315	-45.2217997779
169.42672695	-45.2218345738
169.426686585	-45.2218693698
169.426643315	-45.2218995732
169.42660295	-45.2219343691
169.426562585	-45.221969165
169.426519039	-45.2220038637
169.426478674	-45.2220386596
169.426435404	-45.2220688629
169.426395038	-45.2221036588
169.426354673	-45.2221384546
169.426311127	-45.2221731532
169.426270762	-45.222207949
169.426227491	-45.2222381523
169.426187125	-45.2222729481
169.426143579	-45.2223076466
169.426103214	-45.2223424423
169.426059668	-45.2223771408
169.426019577	-45.2224074413
169.425976031	-45.2224421397
169.425932485	-45.2224768382
169.425892119	-45.2225116338
169.425848848	-45.222541837
169.425808482	-45.2225766326
169.425764935	-45.222611331
169.425721664	-45.2226415341
169.425681298	-45.2226763297
169.425637751	-45.222711028
169.425594204	-45.2227457264
169.425554113	-45.2227760266
169.425510566	-45.2228107249
169.42546702	-45.2228454232
169.425423748	-45.2228756262
169.425383381	-45.2229104217
169.425339834	-45.2229451199
169.425296563	-45.2229753228
169.425253016	-45.223010021
169.425212649	-45.2230448164
169.425169102	-45.2230795146
169.42512583	-45.2231097175
169.425082282	-45.2231444156
169.425038735	-45.2231791137
169.424995463	-45.2232093165
169.424951915	-45.2232440146
169.424911824	-45.2232743147
169.424868276	-45.2233090127
169.424824729	-45.2233437107
169.424781456	-45.2233739135
169.424737908	-45.2234086115
169.424694361	-45.2234433095
169.424651088	-45.2234735122
169.42460754	-45.2235082101
169.424564268	-45.2235384128
169.42452072	-45.2235731107
169.424477172	-45.2236078086
169.424433899	-45.2236380112
169.424390351	-45.2236727091
169.424346803	-45.2237074069
169.42430353	-45.2237376095
169.424259981	-45.2237723073
169.424216708	-45.2238025098
169.424169979	-45.2238371103
169.424126706	-45.2238673128
169.424083158	-45.2239020106
169.424039609	-45.2239367083
169.423996336	-45.2239669107
169.423952787	-45.2240016084
169.423909514	-45.2240318108
169.423865965	-45.2240665085
169.423819511	-45.2240966136
169.423775963	-45.2241313112
169.423732414	-45.2241660089
169.42368914	-45.2241962112
169.423645591	-45.2242309088
169.423599137	-45.2242610138
169.423555588	-45.2242957113
169.423512314	-45.2243259136
169.423468765	-45.2243606111
169.42342231	-45.224390716
169.423378761	-45.2244254135
169.423335487	-45.2244556157
169.423291938	-45.2244903132
169.423245483	-45.224520418
169.423201933	-45.2245551154
169.423158659	-45.2245853176
169.42311511	-45.2246200149
169.423068655	-45.2246501197
169.423025105	-45.2246848171
169.422981831	-45.2247150191
169.4229351	-45.2247496191
169.42289155	-45.2247843164
169.422845095	-45.2248144211
169.422801821	-45.2248446231
169.422758271	-45.2248793204
169.422711816	-45.224909425
169.422668265	-45.2249441222
169.422624991	-45.2249743241
169.42257826	-45.225008924
169.422534985	-45.2250391259
169.422488254	-45.2250737257
169.422444979	-45.2251039276
169.422401429	-45.2251386247
169.422354973	-45.2251687292
169.422311423	-45.2252034263
169.422264967	-45.2252335307
169.422221416	-45.2252682278
169.42217496	-45.2252983322
169.42213141	-45.2253330292
169.422084954	-45.2253631336
169.422041403	-45.2253978305
169.421998127	-45.2254280322
169.421951396	-45.2254626318
169.42190812	-45.2254928335
169.421861664	-45.2255229378
169.421818113	-45.2255576347
169.421771657	-45.2255877389
169.421728105	-45.2256224358
169.421681649	-45.22565254
169.421638098	-45.2256872368
169.421591641	-45.225717341
169.42154809	-45.2257520378
169.421501633	-45.2257821419
169.421458357	-45.2258123434
169.421411625	-45.2258469428
169.421365168	-45.2258770469
169.421321617	-45.2259117436
169.42127516	-45.2259418477
169.421231608	-45.2259765443
169.421185151	-45.2260066483
169.421141599	-45.226041345
169.421095142	-45.226071449
169.421051866	-45.2261016503
169.421005133	-45.2261362495
169.420961857	-45.2261664508
169.420915124	-45.22620105
169.420868666	-45.2262311539
169.420825114	-45.2262658504
169.420778657	-45.2262959542
169.42073538	-45.2263261554
169.420688647	-45.2263607545
169.420642189	-45.2263908583
169.420598637	-45.2264255547
169.420552179	-45.2264556585
169.420508902	-45.2264858596
169.420462169	-45.2265204586
169.420418892	-45.2265506597
169.420372158	-45.2265852587
169.420325701	-45.2266153623
169.420282148	-45.2266500586
169.42023569	-45.2266801623
169.420192412	-45.2267103633
169.420145679	-45.2267449621
169.420099221	-45.2267750657
169.420055667	-45.2268097619
169.420009209	-45.2268398655
169.419965932	-45.2268700664
169.419919198	-45.2269046651
169.419872739	-45.2269347686
169.419829186	-45.2269694647
169.419782727	-45.2269995682
169.419739174	-45.2270342643
169.419692715	-45.2270643677
169.419646257	-45.2270944711
169.419602703	-45.2271291671
169.419556244	-45.2271592705
169.41951269	-45.2271939665
169.419466232	-45.2272240698
169.419419773	-45.2272541731
169.419376219	-45.2272888691
169.41932976	-45.2273189723
169.419286206	-45.2273536682
169.419239747	-45.2273837715
169.419193012	-45.2274183699
169.419149733	-45.2274485705
169.419103274	-45.2274786737
169.41905972	-45.2275133695
169.419013261	-45.2275434727
169.418966526	-45.2275780711
169.418923247	-45.2276082716
169.418876787	-45.2276383747
169.418833233	-45.2276730704
169.418786773	-45.2277031734
169.418743219	-45.2277378691
169.418696759	-45.2277679722
169.418650024	-45.2278025704
169.418606744	-45.2278327708
169.418560285	-45.2278628738
169.41851673	-45.2278975694
169.415703515	-44.3307003073
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27cd"
169.296375513	-44.5516438941
169.296472363	-44.5502506159
169.296734784	-44.5486779656
169.297147088	-44.5469749884
169.29731455	-44.5456605506
169.297458455	-44.5438678837
169.297821587	-44.5421948592
169.298358179	-44.5402661374
169.298596012	-44.5387827855
169.298634808	-44.5380633149
169.299308703	-44.534796662
169.299657685	-44.5333979527
169.300076492	-44.5318393202
169.300546051	-44.529570606
169.300901976	-44.5277081553
169.302577171	-44.5161358108
169.303136932	-44.504473668
169.306963327	-44.4945106882
169.310186174	-44.4853255597
169.314831501	-44.4734380937
169.32258867	-44.4616948136
169.330484619	-44.4516671989
169.340375639	-44.4431889219
169.349741703	-44.4339500191
169.358307321	-44.4262301471
169.36753299	-44.4135531737
169.376683392	-44.4007560842
169.384919871	-44.3885647866
169.393221173	-44.3765416718
169.402308887	-44.3601959512
169.407511671	-44.3478003722
169.411619192	-44.3380145019
169.419018645	-44.324763581
169.423152085	-44.3158925636
169.429541638	-44.306564448
169.432406717	-44.3025724499
169.434732882	-44.2994014842
169.437933232	-44.2951404913
169.439741091	-44.2932821417
169.442503649	-44.2891471236
169.446492177	-44.283536503
169.449883814	-44.2792450967
169.45357737	-44.2728819694
169.456499066	-44.2681480093
169.460172985	-44.2627209734
169.462695969	-44.2582448618
169.465876829	-44.2533430095
169.468358152	-44.2484466271
169.47125078	-44.2444771703
169.473204291	-44.2407536044
169.475535123	-44.236262359
169.477819155	-44.2326074144
169.480364464	-44.2285550576
169.482529033	-44.2247387324
169.485249639	-44.2203583422
169.488479621	-44.2157232123
169.491744801	-44.2115439955
169.495462713	-44.2060497889
169.49871202	-44.2018564043
169.50206433	-44.1981390067
169.505973512	-44.1943663998
169.508321747	-44.1906768701
169.5107147	-44.1870201865
169.514218617	-44.1827711054
169.515722104	-44.1799701418
169.517983286	-44.1766246175
169.52066988	-44.1731162821
169.523253001	-44.1688030405
169.524991734	-44.166031616
169.526471442	-44.1630856876
169.528344065	-44.1598903862
169.529834372	-44.1575617955
169.530794209	-44.1559603318
169.531835569	-44.1540325291
169.533627215	-44.1508211993
169.535165758	-44.1476562589
169.537982021	-44.1437055939
169.540584545	-44.1399285911
169.542610744	-44.1364854985
169.545658933	-44.1314832156
169.547738354	-44.1282443287
169.550281882	-44.1237357195
169.553600215	-44.1198763807
169.556515581	-44.1162210606
170.199345735	-44.9438442189
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27ce"
170.21236134	-44.9456107906
170.20808269	-44.9451981
170.204840612	-44.9449856061
170.202646707	-44.9444604351
170.202326323	-44.9443987468
170.198354914	-44.9436598803
170.194187443	-44.9430467313
170.189714935	-44.9429168316
170.186705229	-44.9424212654
170.186292845	-44.9423618203
169.791759383	-44.4922927588
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27cf"
169.762206824	-44.4850275234
169.764445642	-44.4852703214
169.767625729	-44.4857870756
169.771129496	-44.4867721249
169.774930808	-44.4873780673
169.778261296	-44.4880248073
169.781328555	-44.488596572
169.784715506	-44.4896544982
169.787223485	-44.4904492308
169.789991566	-44.491669938
169.792683274	-44.492618255
169.794822364	-44.4931999337
169.797160006	-44.49412482
169.798813325	-44.4945578702
169.80112634	-44.4948920511
169.802923299	-44.4950543067
169.803892453	-44.4951666479
169.805588612	-44.4956818398
169.806976991	-44.4959543386
169.80830371	-44.4967294922
169.8095461	-44.4978445567
169.810073299	-44.4985706183
169.810836593	-44.4994112641
169.811371287	-44.5005833536
169.811648142	-44.5019870115
169.811287501	-44.5033685993
169.810996433	-44.5049187262
169.810740915	-44.5059249309
169.810582542	-44.5069383159
169.810765673	-44.5078034967
169.811446696	-44.5084212042
169.817833205	-44.5107520046
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27d0"
169.811446696	-44.5084212042
169.812629462	-44.5094219991
169.815032576	-44.5101411401
169.817363712	-44.5105610315
169.817407218	-44.5105712344
169.819336237	-44.5113898259
169.821274731	-44.5121501004
169.823300989	-44.5127416245
169.824294224	-44.5132327197
168.647885002	-44.5643612444
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27d1"
168.634941563	-44.5965972369
168.635737875	-44.5961497686
168.637754476	-44.5952348282
168.639665091	-44.5940049196
168.641116149	-44.5929333257
168.6423618	-44.591101423
168.642170675	-44.5896387188
168.6417517	-44.5885278787
168.641697159	-44.5869667019
168.641091858	-44.5845420345
168.640600988	-44.583040941
168.639839781	-44.5805517813
168.639172421	-44.578115736
168.638693782	-44.5761960252
168.63894849	-44.5740787883
168.639885329	-44.5727939829
168.640866458	-44.5708259197
168.644282621	-44.5674269503
168.645236816	-44.56684121
168.646177124	-44.5661873456
168.647867632	-44.5643812443
168.649345456	-44.562679735
168.650108417	-44.5617803161
168.650848728	-44.5591406892
168.650310778	-44.5578496457
168.64917911	-44.5565767119
168.647548099	-44.554216939
168.646801665	-44.5522105334
168.645975668	-44.5486825567
168.645649307	-44.546408148
168.645778237	-44.5448358927
168.645894926	-44.5432586683
168.646213281	-44.5422343119
168.646749884	-44.5403034749
168.647652561	-44.5386613557
168.648819325	-44.5371959433
168.650294149	-44.5353546439
168.651588339	-44.5341238349
168.653214891	-44.5324008892
168.655014017	-44.5310269024
168.656162115	-44.5302366312
168.724309385	-44.5380313033
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27d2"
168.719330243	-44.5494694025
168.719531837	-44.5492966623
168.720126533	-44.5487870766
168.720358486	-44.5485433693
168.720716164	-44.5481736641
168.721749449	-44.5463105807
168.722898107	-44.543595657
168.723915348	-44.5394790171
168.724529698	-44.5372218578
168.724995902	-44.5346618057
168.725288358	-44.5331496777
168.725463816	-44.5320342282
168.72605238	-44.5300870136
168.726872072	-44.5288603086
168.727066343	-44.5285701333
168.727868746	-44.5274509218
168.728105381	-44.526576553
168.728204585	-44.5261206355
168.513754157	-44.5446426728
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27d3"
168.511216264	-44.5506235791
168.51142586	-44.5502306846
168.511599468	-44.5498138531
168.512241896	-44.5481670285
168.512936955	-44.5462428551
168.513918514	-44.5443208421
168.515533916	-44.5427209657
168.515987641	-44.5415219184
168.515934274	-44.5408168328
168.515753943	-44.5399175261
168.515348206	-44.5390409738
168.772829412	-44.5391429426
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27d4"
168.757060607	-44.5733004349
168.757970823	-44.5726535839
168.759011249	-44.5718177713
168.759923051	-44.5708420414
168.760485357	-44.5701237894
168.760858033	-44.5695877992
168.761621115	-44.5684443757
168.76222151	-44.5676779544
168.762543541	-44.5671446021
168.762717834	-44.5659930267
168.762842112	-44.5650108313
168.76303692	-44.564274543
168.763278776	-44.5635850432
168.763582879	-44.5627311186
168.763765017	-44.5623458149
168.764384512	-44.5618819752
168.765069673	-44.5614250529
168.765435839	-44.5611095947
168.765921998	-44.5603524749
168.766403975	-44.5594780493
168.766690617	-44.5589974563
168.767280918	-44.5583252638
168.767950624	-44.5578632524
168.76861935	-44.5574147187
168.769401286	-44.5569252825
168.770290249	-44.556173932
168.77146069	-44.5549688171
168.771907617	-44.5544490408
168.772243782	-44.553497149
168.772312525	-44.5505213623
168.772444208	-44.5491699618
168.772575605	-44.5472958821
168.772415982	-44.5456138772
168.772517747	-44.544459632
168.772265908	-44.5406835654
168.772896876	-44.5389584963
168.774066599	-44.5375821223
168.775000897	-44.5362376503
168.776122828	-44.5349991829
168.776984625	-44.533566428
168.778097918	-44.5320077189
168.778378162	-44.5296795115
168.776900468	-44.5289854947
168.775667566	-44.5284356134
168.773696902	-44.5273269538
168.771883259	-44.5264448076
168.769731339	-44.5255817394
168.765632213	-44.5232006549
168.763665192	-44.5218711586
168.761998605	-44.5209627152
168.760284315	-44.5200615
168.758976364	-44.5190715978
168.757948264	-44.5176504258
168.756715375	-44.5159693669
168.756035045	-44.5143987874
168.755283724	-44.5132896825
169.547002353	-44.5687859575
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27d5"
169.553400674	-44.5786102248
169.553000205	-44.5776975248
169.552325608	-44.576461385
169.55195529	-44.5759504216
169.551568208	-44.5754029263
169.551447661	-44.5751471174
169.551162021	-44.5745350862
169.550080475	-44.5734174102
169.549346998	-44.572436213
169.5489301	-44.5717527019
169.548262974	-44.5707149254
169.547569683	-44.5695322396
169.547106962	-44.5688788799
169.546430142	-44.5682776765
169.545711412	-44.5676391861
169.545420832	-44.5673827956
169.544204808	-44.5664141711
169.543051979	-44.5654429171
169.542253212	-44.5644507077
169.541708836	-44.5637948816
169.54093339	-44.5629970258
169.539776721	-44.5621472247
169.538607539	-44.5611889428
169.538393043	-44.560817708
168.732591882	-44.5457996587
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27d6"
168.72341548	-44.5630578017
168.724019264	-44.5625980943
168.724927561	-44.5621541958
168.725715512	-44.5614579998
168.726094001	-44.5608457308
168.726375213	-44.5600541211
168.726671512	-44.5591414119
168.727252318	-44.5584330132
168.727915763	-44.557844831
168.728325806	-44.5574049503
168.728811619	-44.5568327028
168.729317039	-44.5557294873
168.729844907	-44.5544468678
168.730536434	-44.5528188575
168.73084175	-44.5523886035
168.731078351	-44.5520369067
168.73121242	-44.5518391134
168.731556455	-44.5511354353
168.731833729	-44.5504833519
168.73198613	-44.5501195204
168.732290831	-44.5479589869
168.732592693	-44.5457938422
168.732687089	-44.5448826501
168.732428896	-44.5436204476
168.731977442	-44.5423736082
168.731468731	-44.5403090806
168.731146358	-44.5377603199
168.730713954	-44.534644242
168.730149984	-44.5321270672
168.729677644	-44.5303882986
168.729055829	-44.5278013809
168.728204585	-44.5261206355
169.878619528	-44.6718223823
> -L"NZL_GNS_250K_faults.fid-15c1d800_14e04f2b231_27d7"
169.878066084	-44.6657031396
